[22-Sep-2017 03:36:14 UTC] PHP Fatal error:  Class 'App\Http\Controllers\Post' not found in /home/ubuntu/workspace/bbc/app/Http/Controllers/PostsController.php on line 12
[22-Sep-2017 05:27:58 UTC] PHP  54. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:27:58 UTC] PHP  55. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:27:58 UTC] PHP  56. Illuminate\Routing\Router->prepareResponse() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:95
[22-Sep-2017 05:27:58 UTC] PHP  57. Symfony\Component\HttpFoundation\Response->__construct() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1085
[22-Sep-2017 05:27:58 UTC] PHP  58. Illuminate\Http\Response->setContent() /home/ubuntu/workspace/bbc/vendor/symfony/http-foundation/Response.php:201
[22-Sep-2017 05:27:58 UTC] PHP  59. Illuminate\View\View->render() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Http/Response.php:53
[22-Sep-2017 05:27:58 UTC] PHP  60. Illuminate\View\View->renderContents() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:85
[22-Sep-2017 05:27:58 UTC] PHP  61. Illuminate\View\View->getContents() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:120
[22-Sep-2017 05:27:58 UTC] PHP  62. Illuminate\View\Engines\CompilerEngine->get() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:149
[22-Sep-2017 05:27:58 UTC] PHP  63. Illuminate\View\Engines\PhpEngine->evaluatePath() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:59
[22-Sep-2017 05:27:58 UTC] PHP  64. include() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:42
[22-Sep-2017 05:30:23 UTC] PHP Fatal error:  Call to undefined function link_to() in /home/ubuntu/workspace/bbc/storage/framework/views/7ea67fedce1609c598cff24b5486c9dbf8afef74.php on line 18
[22-Sep-2017 05:30:23 UTC] PHP Stack trace:
[22-Sep-2017 05:30:23 UTC] PHP   1. {main}() /home/ubuntu/workspace/bbc/public/index.php:0
[22-Sep-2017 05:30:23 UTC] PHP   2. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/bbc/public/index.php:54
[22-Sep-2017 05:30:23 UTC] PHP   3. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:99
[22-Sep-2017 05:30:23 UTC] PHP   4. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:132
[22-Sep-2017 05:30:23 UTC] PHP   5. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:30:23 UTC] PHP   6. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:30:23 UTC] PHP   7. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP   8. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP   9. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  10. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  11. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[22-Sep-2017 05:30:23 UTC] PHP  12. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:30:23 UTC] PHP  13. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:30:23 UTC] PHP  14. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:246
[22-Sep-2017 05:30:23 UTC] PHP  15. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[22-Sep-2017 05:30:23 UTC] PHP  16. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:699
[22-Sep-2017 05:30:23 UTC] PHP  17. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:726
[22-Sep-2017 05:30:23 UTC] PHP  18. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:30:23 UTC] PHP  19. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:30:23 UTC] PHP  20. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  21. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  22. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  23. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  24. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[22-Sep-2017 05:30:23 UTC] PHP  25. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  26. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  27. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  28. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  29. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[22-Sep-2017 05:30:23 UTC] PHP  30. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  31. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  32. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  33. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  34. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:64
[22-Sep-2017 05:30:23 UTC] PHP  35. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  36. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  37. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  38. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  39. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[22-Sep-2017 05:30:23 UTC] PHP  40. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  41. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:30:23 UTC] PHP  42. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  43. Illuminate\Foundation\Http\Middleware\VerifyCsrfToken->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:30:23 UTC] PHP  44. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/VerifyCsrfToken.php:64
[22-Sep-2017 05:30:23 UTC] PHP  45. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:30:23 UTC] PHP  46. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:30:23 UTC] PHP  47. Illuminate\Routing\Route->run() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:724
[22-Sep-2017 05:30:23 UTC] PHP  48. Illuminate\Routing\Route->runController() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Route.php:140
[22-Sep-2017 05:30:23 UTC] PHP  49. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Route.php:174
[22-Sep-2017 05:30:23 UTC] PHP  50. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:54
[22-Sep-2017 05:30:23 UTC] PHP  51. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:96
[22-Sep-2017 05:30:23 UTC] PHP  52. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:30:23 UTC] PHP  53. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:30:23 UTC] PHP  54. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:30:23 UTC] PHP  55. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:30:23 UTC] PHP  56. Illuminate\Routing\Router->prepareResponse() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:95
[22-Sep-2017 05:30:23 UTC] PHP  57. Symfony\Component\HttpFoundation\Response->__construct() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:1085
[22-Sep-2017 05:30:23 UTC] PHP  58. Illuminate\Http\Response->setContent() /home/ubuntu/workspace/bbc/vendor/symfony/http-foundation/Response.php:201
[22-Sep-2017 05:30:23 UTC] PHP  59. Illuminate\View\View->render() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Http/Response.php:53
[22-Sep-2017 05:30:23 UTC] PHP  60. Illuminate\View\View->renderContents() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:85
[22-Sep-2017 05:30:23 UTC] PHP  61. Illuminate\View\View->getContents() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:120
[22-Sep-2017 05:30:23 UTC] PHP  62. Illuminate\View\Engines\CompilerEngine->get() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:149
[22-Sep-2017 05:30:23 UTC] PHP  63. Illuminate\View\Engines\PhpEngine->evaluatePath() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:59
[22-Sep-2017 05:30:23 UTC] PHP  64. include() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:42
[22-Sep-2017 05:30:23 UTC] PHP  65. Illuminate\View\View->render() /home/ubuntu/workspace/bbc/storage/framework/views/a8e5beecab7ed374695b8f6964ed655410934e81.php:16
[22-Sep-2017 05:30:23 UTC] PHP  66. Illuminate\View\View->renderContents() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:85
[22-Sep-2017 05:30:23 UTC] PHP  67. Illuminate\View\View->getContents() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:120
[22-Sep-2017 05:30:23 UTC] PHP  68. Illuminate\View\Engines\CompilerEngine->get() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/View.php:149
[22-Sep-2017 05:30:23 UTC] PHP  69. Illuminate\View\Engines\PhpEngine->evaluatePath() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/Engines/CompilerEngine.php:59
[22-Sep-2017 05:30:23 UTC] PHP  70. include() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/Engines/PhpEngine.php:42
[22-Sep-2017 05:31:20 UTC] PHP Fatal error:  Maximum function nesting level of '256' reached, aborting! in /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php on line 3288
[22-Sep-2017 05:31:20 UTC] PHP Stack trace:
[22-Sep-2017 05:31:20 UTC] PHP   1. {main}() /home/ubuntu/workspace/bbc/public/index.php:0
[22-Sep-2017 05:31:20 UTC] PHP   2. Illuminate\Foundation\Http\Kernel->handle() /home/ubuntu/workspace/bbc/public/index.php:54
[22-Sep-2017 05:31:20 UTC] PHP   3. Illuminate\Foundation\Http\Kernel->sendRequestThroughRouter() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:99
[22-Sep-2017 05:31:20 UTC] PHP   4. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:132
[22-Sep-2017 05:31:20 UTC] PHP   5. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:31:20 UTC] PHP   6. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:31:20 UTC] PHP   7. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP   8. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP   9. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  10. Illuminate\Foundation\Http\Middleware\CheckForMaintenanceMode->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  11. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Middleware/CheckForMaintenanceMode.php:44
[22-Sep-2017 05:31:20 UTC] PHP  12. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:31:20 UTC] PHP  13. Illuminate\Foundation\Http\Kernel->Illuminate\Foundation\Http\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:52
[22-Sep-2017 05:31:20 UTC] PHP  14. Illuminate\Routing\Router->dispatch() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Foundation/Http/Kernel.php:246
[22-Sep-2017 05:31:20 UTC] PHP  15. Illuminate\Routing\Router->dispatchToRoute() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:675
[22-Sep-2017 05:31:20 UTC] PHP  16. Illuminate\Routing\Router->runRouteWithinStack() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:699
[22-Sep-2017 05:31:20 UTC] PHP  17. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Router.php:726
[22-Sep-2017 05:31:20 UTC] PHP  18. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:31:20 UTC] PHP  19. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[22-Sep-2017 05:31:20 UTC] PHP  20. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  21. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  22. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  23. Illuminate\Cookie\Middleware\EncryptCookies->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  24. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/EncryptCookies.php:59
[22-Sep-2017 05:31:20 UTC] PHP  25. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  26. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  27. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  28. Illuminate\Cookie\Middleware\AddQueuedCookiesToResponse->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  29. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Cookie/Middleware/AddQueuedCookiesToResponse.php:37
[22-Sep-2017 05:31:20 UTC] PHP  30. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  31. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  32. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  33. Illuminate\Session\Middleware\StartSession->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  34. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Session/Middleware/StartSession.php:64
[22-Sep-2017 05:31:20 UTC] PHP  35. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  36. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  37. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  38. Illuminate\View\Middleware\ShareErrorsFromSession->handle() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
[22-Sep-2017 05:31:20 UTC] PHP  39. Illuminate\Routing\Pipeline->Illuminate\Routing\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/View/Middleware/ShareErrorsFromSession.php:49
[22-Sep-2017 05:31:20 UTC] PHP  40. call_user_func:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  41. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Routing/Pipeline.php:32
[22-Sep-2017 05:31:20 UTC] PHP  42. call_user_func_array:{/home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136}() /home/ubuntu/workspace/bbc/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:136
